periodo;atrasomax6;Malo;NivelRiesgo;ClienteNuevo;ML_Score;VZ_score_3t;NS_scoret;SI_Scoret;Score_Alt;Nos_Fintech
202384;0;0;Bajo;0;499;608;507;679;725;331
202482;0;0;Medio;0;604;547;657;800;580;561
202253;28;0;Bajo;0;704;480;583;830;530;627
202241;0;1;Muy Alto;0;493;846;564;611;776;634
202221;15;0;Medio;0;390;534;568;757;715;599
202495;0;0;Bajo;0;478;356;248;600;531;444
202408;0;1;Muy Alto;0;512;548;545;640;432;419
202351;21;0;Bajo;0;499;591;701;698;675;511
202269;5;0;Muy Bajo;0;712;598;689;683;527;504
202227;20;1;Alto;0;542;768;471;529;582;292
202316;11;0;Muy Bajo;0;808;588;761;775;562;570
202342;0;0;Alto;1;276;523;610;1000;632;545
202241;0;0;Muy Alto;0;695;562;746;532;749;477
202306;107;0;Alto;1;583;404;722;616;718;646
202274;0;0;Medio;0;639;341;518;640;491;587
202260;13;0;Muy Bajo;1;572;537;701;526;549;553
202498;5;1;Medio;0;680;489;295;537;608;436
202322;0;0;Medio;1;801;497;625;581;543;436
202403;0;1;Alto;0;555;516;673;719;543;403
202211;0;1;Alto;1;220;695;676;612;873;463
202347;24;0;Bajo;0;551;560;372;519;796;541
202416;87;1;Muy Alto;0;772;545;595;464;605;456
202214;0;0;Bajo;1;465;388;698;582;803;356
202267;0;1;Alto;0;541;353;599;674;737;504
202380;0;0;Bajo;1;617;653;559;995;713;691
202442;0;0;Bajo;0;560;753;533;648;514;514
202360;0;0;Medio;0;427;417;661;583;616;435
202210;0;0;Medio;0;819;527;434;531;667;554
202324;0;0;Medio;0;283;604;803;760;600;417
202473;0;0;Bajo;1;780;557;504;593;687;466
202441;0;1;Bajo;0;452;357;642;545;492;531
202343;0;0;Bajo;0;853;648;587;467;663;570
202367;61;0;Bajo;1;650;631;575;664;294;529
202257;0;1;Medio;1;807;428;613;455;538;521
202338;18;0;Medio;0;890;597;510;636;244;508
202217;12;0;Medio;0;530;618;504;668;713;593
202473;0;1;Muy Alto;0;323;485;651;646;510;552
202203;59;0;Alto;0;458;437;794;711;507;435
202443;1;0;Medio;1;537;526;677;824;605;396
202308;0;1;Alto;0;700;553;374;837;368;454
202251;0;0;Bajo;1;584;559;747;594;690;390
202374;0;0;Medio;0;408;363;513;722;482;578
202316;89;0;Bajo;0;537;598;698;543;710;638
202383;0;0;Muy Bajo;0;735;492;763;549;708;474
202354;0;0;Bajo;0;689;472;505;433;405;616
202447;0;0;Medio;1;600;553;562;499;534;494
202276;0;0;Bajo;0;720;766;675;618;338;487
202444;8;0;Medio;0;478;492;537;647;478;636
202281;2;0;Medio;1;817;496;444;641;481;458
202429;0;0;Muy Bajo;0;764;382;681;714;470;595
202272;0;0;Muy Bajo;1;588;488;538;280;566;584
202418;20;1;Medio;1;706;275;740;475;695;498
202443;0;1;Muy Alto;0;705;681;782;632;550;646
202278;0;0;Bajo;0;561;521;919;622;776;535
202358;12;0;Bajo;0;577;642;714;469;687;433
202248;4;0;Medio;0;520;609;411;462;743;529
202498;29;0;Medio;0;490;807;427;690;517;595
202224;0;1;Alto;0;693;725;427;401;749;297
202310;0;1;Alto;0;768;664;609;452;637;472
202252;2;0;Alto;0;616;501;760;786;690;409
202490;4;1;Medio;1;716;619;559;632;698;421
202459;67;1;Alto;0;655;646;536;555;433;402
202339;0;1;Alto;1;456;978;531;600;614;569
202475;22;0;Bajo;0;614;491;559;714;642;562
202244;21;1;Medio;1;587;480;401;628;599;443
202459;0;0;Medio;0;647;460;782;612;552;568
202313;0;0;Alto;0;552;661;468;584;664;495
202427;77;0;Medio;0;670;536;365;645;254;584
202265;0;0;Medio;0;548;447;566;474;575;565
202363;0;0;Muy Bajo;1;413;553;382;673;509;514
202364;0;1;Bajo;0;401;520;888;405;620;599
202366;0;0;Muy Bajo;0;712;444;518;659;629;555
202239;2;1;Alto;1;551;597;616;601;497;463
202353;0;0;Muy Alto;1;424;593;645;654;662;377
202469;0;1;Muy Alto;1;543;348;688;654;429;530
202275;0;0;Muy Alto;1;542;484;607;709;417;542
202457;23;0;Medio;0;645;562;915;483;487;667
202400;36;1;Muy Alto;0;778;642;538;658;853;569
202298;5;1;Muy Alto;0;571;364;435;816;553;557
202304;0;0;Bajo;0;741;536;343;681;806;470
202364;0;0;Alto;1;582;664;549;328;870;426
202313;0;1;Alto;0;637;603;831;489;592;569
202303;0;0;Alto;0;401;543;771;336;728;491
202237;76;1;Medio;1;622;648;769;567;609;710
202306;0;1;Muy Alto;0;937;694;538;556;365;484
202387;28;0;Bajo;0;600;426;741;668;616;423
202221;0;1;Medio;0;565;471;475;520;681;347
202348;78;1;Muy Alto;1;552;407;574;658;530;523
202329;0;0;Muy Bajo;0;424;680;710;713;561;449
202387;12;1;Muy Alto;0;721;504;558;807;769;467
202484;13;0;Medio;0;494;727;368;644;449;505
202399;8;1;Alto;0;476;633;655;618;745;325
202435;0;0;Medio;0;405;457;749;865;585;462
202308;0;0;Medio;0;950;526;422;808;436;233
202209;53;0;Bajo;1;864;392;572;669;531;549
202426;30;1;Bajo;0;495;448;441;790;491;511
202409;63;0;Medio;0;936;633;672;596;454;685
202445;0;0;Medio;0;454;517;662;616;607;408
202488;0;1;Bajo;0;498;708;430;814;602;412
202266;24;0;Bajo;0;619;556;737;641;452;373
202353;0;0;Medio;0;516;430;644;703;598;595
202391;18;0;Medio;0;670;601;516;641;458;718
202418;0;1;Muy Alto;1;586;523;647;356;705;569
202354;0;1;Muy Alto;0;417;417;573;756;501;498
202477;0;0;Bajo;0;683;429;711;982;627;549
202282;0;0;Bajo;1;496;625;483;473;816;381
202421;4;0;Medio;0;409;667;605;528;390;450
202480;0;0;Medio;0;348;395;431;653;410;529
202311;11;0;Muy Bajo;0;739;491;575;430;468;415
202292;0;0;Bajo;0;587;748;766;470;567;424
202212;17;0;Muy Bajo;0;580;537;508;754;768;592
202339;169;1;Muy Alto;0;692;536;489;447;613;572
202355;0;1;Muy Bajo;0;822;590;480;685;900;391
202223;0;0;Medio;0;532;613;604;604;604;535
202420;0;0;Medio;1;565;362;695;668;697;523
202437;81;1;Muy Alto;0;872;592;649;819;408;443
202453;0;1;Medio;0;298;658;622;573;531;591
202383;0;0;Alto;0;656;823;471;690;540;552
202398;0;0;Bajo;1;581;296;619;314;708;594
202370;0;1;Alto;0;388;630;274;649;713;399
202323;0;0;Alto;1;631;364;635;492;555;470
202234;0;0;Medio;0;595;647;613;646;483;661
202203;0;1;Medio;0;510;574;475;629;600;558
202206;0;0;Medio;1;503;589;616;630;876;499
202302;17;0;Alto;1;594;419;451;506;593;405
202392;29;1;Alto;0;821;431;731;539;559;620
202213;0;0;Medio;0;661;412;506;546;636;652
202236;16;0;Medio;0;528;592;803;333;542;393
202270;0;1;Alto;0;743;744;527;775;795;541
202489;0;1;Alto;1;639;501;615;868;452;395
202305;0;0;Bajo;0;737;659;610;783;541;336
202404;0;1;Alto;0;601;512;640;571;847;561
202255;0;1;Alto;0;659;479;784;713;726;351
202307;82;1;Muy Alto;0;805;530;346;613;645;439
202341;55;1;Muy Alto;1;618;449;307;636;696;461
202425;0;1;Muy Alto;1;956;344;616;598;681;396
202236;22;0;Medio;0;457;704;376;526;621;481
202333;27;0;Medio;0;705;507;604;558;697;527
202225;0;0;Alto;0;738;675;428;228;571;484
202237;0;1;Muy Alto;0;554;542;619;491;426;414
202219;7;0;Muy Bajo;0;727;519;507;775;502;484
202235;0;1;Alto;0;703;562;465;544;422;427
202206;75;0;Medio;1;515;667;646;698;358;545
202399;0;0;Bajo;0;1000;679;576;529;507;455
202234;23;1;Alto;0;619;552;694;674;645;501
202256;17;0;Bajo;0;786;483;704;429;526;617
202456;0;0;Medio;0;910;777;747;617;712;486
202411;0;1;Muy Alto;1;457;465;501;563;599;516
202297;0;0;Medio;1;800;478;314;554;514;587
202482;27;1;Alto;1;489;574;554;527;429;464
202441;0;1;Muy Alto;0;273;419;613;686;788;382
202370;0;1;Muy Alto;1;451;345;541;620;591;531
202494;0;0;Muy Bajo;0;730;619;607;709;475;620
202427;0;1;Alto;0;578;706;699;457;578;574
202327;0;0;Bajo;0;622;651;553;836;647;439
202480;7;1;Alto;0;593;651;636;767;717;678
202221;0;1;Muy Alto;0;681;495;853;799;472;511
202446;0;0;Muy Bajo;0;484;668;154;806;641;627
202290;0;0;Muy Bajo;0;689;601;649;850;499;305
202206;0;0;Alto;1;229;651;721;587;540;510
202466;0;1;Muy Alto;0;511;525;554;657;668;588
202297;0;0;Medio;1;450;457;482;578;819;486
202350;0;1;Bajo;0;504;214;726;606;712;471
202280;0;0;Muy Bajo;0;367;657;337;562;408;522
202217;0;1;Muy Alto;0;693;401;370;651;758;517
202338;40;0;Muy Bajo;0;604;612;540;619;586;536
202340;35;0;Medio;1;960;509;549;679;592;420
202240;0;0;Muy Bajo;0;642;413;404;542;652;439
202368;0;0;Bajo;1;760;435;165;516;745;558
202274;0;0;Bajo;0;270;726;625;721;595;426
202274;168;0;Bajo;1;805;608;797;524;498;289
202250;0;0;Muy Bajo;0;555;533;618;808;510;451
202210;0;0;Bajo;1;394;419;572;704;627;661
202303;0;0;Bajo;0;495;638;366;675;465;580
202499;18;0;Muy Bajo;0;642;579;525;850;615;370
202304;0;1;Muy Alto;0;639;562;554;545;676;703
202490;5;0;Muy Bajo;0;601;474;480;564;599;553
202480;0;0;Medio;0;414;679;808;629;557;686
202342;0;0;Medio;1;586;476;828;546;532;621
202497;0;0;Bajo;0;723;559;604;554;584;537
202370;0;1;Alto;0;771;664;427;544;743;412
202213;19;1;Muy Alto;0;506;694;652;563;562;366
202357;0;0;Bajo;1;656;489;704;567;550;498
202374;0;0;Medio;1;598;425;552;529;600;345
202362;0;1;Medio;1;619;580;372;630;374;485
202332;0;0;Muy Alto;1;619;714;556;611;546;503
202228;88;0;Bajo;0;941;373;226;636;877;583
202283;0;0;Muy Alto;0;562;626;372;691;415;454
202469;0;1;Muy Alto;1;384;407;587;589;772;416
202451;0;0;Muy Bajo;0;617;468;330;931;593;610
202306;0;0;Alto;1;647;550;358;853;515;500
202461;85;0;Medio;0;643;556;511;487;676;567
202214;0;0;Muy Bajo;0;433;531;495;593;423;369
202280;11;1;Muy Alto;0;489;547;695;787;784;496
202360;16;0;Muy Bajo;1;744;330;645;707;572;518
202378;0;0;Bajo;1;604;630;637;615;646;690
202355;12;1;Bajo;0;667;469;615;617;637;553
202235;0;0;Muy Bajo;1;616;884;365;561;582;440
202459;0;0;Medio;1;715;625;559;551;508;452
202460;0;0;Medio;0;590;498;671;463;652;455
202335;0;0;Muy Bajo;0;621;681;637;713;781;606
202331;28;1;Alto;0;551;494;751;616;652;572
202281;0;1;Muy Alto;0;367;713;685;575;746;259
202259;96;0;Medio;0;740;650;642;631;672;522
202274;18;0;Bajo;1;336;376;442;551;591;598
202439;0;1;Alto;0;877;481;651;855;812;338
202329;19;0;Bajo;0;258;787;725;352;391;578
202338;13;0;Bajo;0;386;585;525;679;481;547
202303;0;0;Bajo;0;669;533;641;533;619;574
202209;0;0;Bajo;1;628;503;436;684;645;316
202432;146;0;Medio;1;611;589;593;754;661;526
202299;48;0;Alto;0;592;632;699;796;439;493
202418;81;1;Alto;0;641;417;735;561;559;625
202437;0;1;Medio;0;816;447;567;741;707;581
202422;25;1;Bajo;0;735;624;711;655;545;573
202368;51;0;Medio;1;632;545;482;588;631;450
202262;0;0;Muy Bajo;0;657;601;469;526;509;623
202210;51;0;Bajo;1;496;523;702;537;610;689
202434;0;0;Muy Alto;0;625;381;359;792;482;559
202287;0;0;Bajo;0;978;411;684;466;593;499
202467;0;0;Alto;1;643;348;576;668;479;380
202404;0;0;Muy Bajo;1;603;695;950;730;493;567
202441;6;0;Bajo;0;358;444;647;459;523;625
202256;69;1;Alto;0;467;600;677;748;607;439
202310;0;0;Alto;0;731;488;369;707;597;500
202249;2;0;Medio;0;460;439;380;529;658;636
202443;0;0;Muy Bajo;0;312;574;452;684;616;348
202216;0;0;Medio;0;762;675;418;753;463;593
202273;65;0;Muy Bajo;1;670;376;376;380;706;533
202402;84;0;Medio;0;613;276;636;496;547;363
202293;0;1;Muy Alto;0;357;177;653;683;430;631
202337;18;1;Alto;0;442;625;748;730;681;543
202233;0;1;Muy Alto;1;550;605;510;573;550;715
202288;0;0;Muy Alto;1;733;693;650;472;474;358
202403;0;0;Bajo;0;600;700;543;608;591;475
202239;0;0;Alto;1;587;458;430;585;569;526
202314;4;0;Bajo;0;486;604;576;689;732;499
202447;33;1;Alto;1;244;389;532;699;750;525
202408;20;0;Muy Alto;0;662;283;596;571;661;432
202497;11;0;Muy Bajo;1;666;397;271;575;509;554
202411;0;0;Bajo;0;469;452;642;712;649;489
202259;0;0;Bajo;0;371;548;519;619;641;418
202356;0;0;Alto;0;718;376;317;810;482;733
202322;0;0;Muy Bajo;1;582;679;345;593;587;349
202320;12;1;Alto;0;479;647;786;648;439;554
202497;0;1;Alto;1;556;620;697;286;386;424
202262;0;1;Alto;1;601;393;737;719;463;409
202358;0;0;Muy Bajo;0;552;564;418;474;575;378
202240;33;1;Muy Alto;0;541;529;625;507;581;305
202442;0;0;Muy Bajo;1;893;765;450;374;437;264
202240;74;0;Medio;0;1000;519;420;489;305;516
202390;0;0;Bajo;0;552;475;544;752;636;506
202434;0;1;Bajo;1;422;549;623;780;422;483
202215;0;0;Medio;0;579;534;861;706;419;702
202324;0;0;Bajo;0;729;540;768;491;517;567
202428;43;0;Bajo;0;550;287;325;962;621;526
202480;133;1;Medio;0;529;481;695;573;666;451
202248;18;0;Bajo;1;619;449;675;673;591;469
202389;18;0;Medio;1;472;503;682;647;731;546
202247;48;1;Muy Alto;0;657;612;399;464;718;396
202384;0;0;Muy Bajo;1;599;348;539;491;501;433
202305;13;0;Muy Bajo;0;521;543;284;694;609;534
202447;0;1;Alto;0;598;603;422;454;499;475
202464;0;1;Muy Alto;0;507;637;418;733;459;611
202406;0;0;Bajo;0;668;532;316;802;773;476
202218;0;0;Bajo;0;374;551;775;615;961;620
202451;1;0;Bajo;0;649;441;711;481;559;627
202438;0;0;Bajo;0;617;687;616;613;737;273
202266;0;0;Medio;1;678;659;657;510;236;682
202350;0;0;Alto;0;607;654;521;510;432;595
202393;0;1;Medio;0;592;523;629;754;569;422
202347;0;0;Muy Alto;1;629;624;670;670;592;486
202383;60;0;Bajo;0;731;488;540;429;447;622
202306;0;1;Muy Alto;0;669;592;478;543;478;583
202436;0;1;Muy Alto;0;758;526;808;677;467;501
202326;0;0;Bajo;1;782;439;800;448;651;443
202379;0;1;Alto;0;747;568;742;650;569;453
202213;0;0;Muy Bajo;0;691;686;569;595;536;500
202431;0;1;Alto;1;604;768;446;706;635;639
202228;0;0;Alto;0;529;569;549;769;656;461
202461;0;0;Alto;0;620;715;630;566;738;516
202300;0;0;Muy Bajo;0;644;426;620;701;666;621
202388;0;0;Medio;0;315;502;835;460;840;461
202500;0;0;Bajo;0;804;589;438;695;730;589
202319;0;0;Bajo;0;707;638;769;703;726;352
202246;1;0;Bajo;0;600;595;690;504;710;461
202268;62;0;Medio;0;821;423;574;784;651;575
202371;0;0;Muy Bajo;0;765;494;536;960;512;672
202396;0;0;Bajo;0;696;690;671;421;771;332
202220;0;0;Medio;1;629;518;490;846;529;588
202311;96;0;Medio;0;641;664;391;574;719;530
202346;0;0;Bajo;0;488;689;785;788;583;465
202392;0;1;Muy Alto;1;701;838;373;565;410;545
202429;0;0;Bajo;0;399;509;522;592;671;479
202212;0;1;Alto;0;617;475;532;671;423;583
202417;0;0;Bajo;1;646;635;470;614;405;515
202279;0;0;Medio;0;821;528;340;721;528;488
202236;0;0;Medio;0;523;701;611;614;655;320
202464;0;1;Alto;1;544;464;549;341;422;596
202228;28;0;Bajo;1;714;593;843;438;580;583
202286;13;0;Alto;0;706;428;555;488;649;562
202388;0;1;Bajo;0;459;504;391;639;833;467
202454;14;1;Medio;0;686;385;642;491;564;630
202280;0;0;Bajo;0;548;351;559;837;651;522
202386;0;0;Bajo;0;451;510;627;684;559;505
202205;29;0;Alto;1;681;624;514;605;396;623
202246;26;1;Alto;0;654;536;834;425;662;543
202302;13;0;Medio;1;739;508;347;568;572;273
202202;0;0;Muy Bajo;1;448;554;609;684;603;480
202417;0;1;Alto;1;420;511;758;478;671;527
202225;0;0;Medio;1;673;754;602;889;480;435
202457;0;1;Alto;0;406;494;700;605;827;498
202423;17;0;Bajo;1;728;432;758;551;675;465
202269;0;0;Bajo;0;787;566;498;545;738;604
202397;0;0;Medio;0;574;731;812;526;557;616
202472;0;1;Bajo;0;539;326;253;820;595;507
202382;3;0;Muy Alto;0;599;800;584;414;570;438
202218;70;0;Alto;0;777;593;691;427;728;408
202307;0;0;Muy Bajo;0;601;558;804;585;635;438
202217;54;0;Medio;1;543;691;436;582;471;300
202325;29;1;Muy Alto;1;718;593;512;725;699;418
202282;22;0;Muy Alto;0;975;636;362;631;464;502
202204;0;0;Muy Bajo;0;582;556;770;899;301;479
202315;0;0;Medio;0;966;465;735;499;557;725
202337;3;0;Medio;1;591;674;307;557;651;388
202487;0;1;Alto;0;508;490;390;655;616;581
202428;10;0;Bajo;1;459;416;538;454;481;353
202216;0;0;Medio;0;570;584;791;635;448;565
202498;0;1;Muy Alto;0;653;478;477;733;408;501
202412;13;0;Medio;0;539;597;693;420;826;601
202446;0;0;Medio;1;558;467;709;550;770;504
202486;21;1;Muy Alto;1;806;415;728;761;768;404
202482;10;0;Bajo;0;651;426;672;571;619;441
202377;0;1;Muy Alto;0;652;510;625;658;563;450
202231;0;1;Muy Alto;0;788;380;737;496;567;507
202250;59;1;Muy Alto;0;648;450;726;564;577;541
202343;10;0;Bajo;0;628;691;863;539;562;619
202252;0;1;Medio;0;647;529;568;683;797;431
202433;38;0;Alto;0;294;552;572;718;680;579
202366;0;0;Muy Bajo;1;594;498;563;462;589;524
202238;0;1;Alto;1;462;644;540;568;534;489
202220;0;0;Bajo;0;460;562;494;443;522;508
202299;0;0;Medio;1;549;575;616;773;626;385
202415;145;1;Muy Alto;0;630;637;515;528;615;547
202244;70;1;Alto;1;688;560;444;642;627;421
202311;0;0;Bajo;0;560;404;362;319;481;621
202289;0;1;Muy Alto;1;616;298;540;792;647;371
202318;43;0;Bajo;0;817;524;466;889;628;541
202439;67;1;Alto;0;489;618;790;579;643;502
202272;0;0;Bajo;0;748;385;405;846;411;407
202363;47;0;Medio;1;244;547;699;548;707;391
202451;0;1;Muy Alto;0;440;623;491;707;655;480
202395;0;0;Alto;0;735;583;702;569;546;612
202260;77;0;Muy Bajo;0;748;592;336;648;659;595
202298;0;1;Muy Alto;0;1000;560;439;436;572;510
202273;0;0;Bajo;0;503;307;380;620;721;419
202422;87;0;Medio;0;459;716;644;517;503;517
202319;0;0;Alto;0;843;592;508;776;803;461
202382;0;0;Bajo;0;437;447;759;587;693;656
202418;77;0;Medio;0;460;548;605;612;449;578
202456;76;1;Muy Alto;0;637;575;728;444;604;450
202288;0;0;Medio;1;606;620;444;640;610;347
202475;0;0;Medio;1;725;458;692;583;485;634
202226;0;0;Medio;1;238;664;579;894;529;444
202321;0;0;Medio;0;560;403;596;614;503;389
202489;80;1;Alto;0;717;536;752;736;842;600
202230;0;0;Bajo;0;362;661;427;647;530;481
202402;0;0;Alto;0;880;411;735;696;321;492
202236;0;0;Bajo;0;467;642;557;554;547;411
202325;0;1;Bajo;1;587;380;441;746;938;602
202423;121;0;Medio;0;760;549;570;535;532;444
202435;4;0;Bajo;0;747;484;401;808;485;664
202324;0;1;Bajo;1;685;428;481;571;523;467
202371;0;0;Bajo;0;697;532;489;485;620;431
202381;64;0;Medio;0;443;554;665;736;522;294
202415;53;1;Alto;1;512;593;875;839;606;285
202318;80;1;Muy Alto;0;666;682;525;615;760;553
202427;0;1;Bajo;1;570;541;734;636;391;387
202237;31;1;Muy Alto;0;551;579;394;380;653;625
202296;0;1;Medio;0;681;633;710;542;756;394
202320;0;0;Bajo;0;664;667;919;697;648;528
202212;0;1;Muy Alto;0;544;667;629;688;580;516
202322;0;0;Medio;1;623;657;568;768;767;440
202235;0;1;Medio;1;565;413;628;783;459;647
202451;0;1;Bajo;0;756;675;743;745;795;492
202267;0;1;Medio;0;644;556;626;635;616;496
202238;76;0;Medio;0;614;766;614;469;595;552
202480;0;1;Alto;0;627;331;450;438;380;312
202430;76;0;Alto;0;615;705;677;622;599;458
202368;6;1;Bajo;1;821;439;669;784;484;508
202446;0;1;Muy Alto;1;271;514;762;516;546;489
202279;0;1;Muy Alto;0;806;395;559;806;631;463
202314;18;1;Muy Alto;0;643;492;561;388;619;619
202417;0;1;Alto;0;727;646;806;417;513;279
202400;0;0;Alto;0;634;721;599;806;453;478
202442;0;0;Medio;0;438;641;555;702;535;639
202213;0;0;Muy Bajo;0;564;425;611;961;694;402
202407;0;0;Muy Alto;0;523;433;624;748;682;493
202462;0;1;Medio;0;693;698;634;448;593;453
202297;15;0;Bajo;0;494;443;519;668;520;408
202271;97;0;Muy Bajo;0;725;591;731;637;561;540
202430;116;0;Bajo;0;394;537;688;556;619;735
202500;55;0;Muy Bajo;1;419;669;519;590;665;605
202232;0;1;Alto;1;479;532;554;392;554;455
202450;0;0;Muy Bajo;0;618;452;689;739;560;621
202454;0;1;Muy Alto;1;601;462;595;746;601;302
202459;0;0;Medio;0;511;598;502;657;686;468
202382;30;0;Muy Bajo;0;827;473;848;504;300;427
202366;0;0;Bajo;0;585;716;574;869;697;531
202204;0;1;Alto;0;383;361;545;517;544;507
202345;61;0;Medio;0;595;751;520;690;547;605
202365;0;0;Muy Alto;0;577;733;740;612;707;582
202305;0;0;Alto;0;690;627;609;553;657;358
202236;0;1;Bajo;1;710;821;601;574;639;299
202369;0;0;Muy Alto;0;551;613;634;822;577;500
202208;0;0;Medio;0;466;581;522;752;797;418
202286;0;0;Alto;0;956;598;844;770;403;457
202297;11;1;Muy Alto;0;559;692;575;489;792;636
202230;0;1;Muy Alto;0;520;641;724;615;445;473
202301;0;1;Muy Alto;0;408;513;520;712;657;341
202267;19;0;Alto;0;672;654;399;590;738;684
202263;47;0;Muy Bajo;0;408;296;648;595;298;557
202232;0;0;Medio;0;629;657;514;620;593;489
202287;0;0;Medio;0;603;622;490;559;455;477
202411;0;1;Alto;0;632;360;648;339;351;576
202251;34;0;Medio;0;383;279;468;669;623;557
202263;0;0;Alto;0;409;592;483;398;773;409
202280;26;0;Medio;0;470;656;664;565;645;417
202432;0;0;Medio;1;759;315;484;616;595;509
202301;0;0;Bajo;0;798;599;459;527;783;491
202329;0;0;Bajo;0;676;559;433;729;595;500
202219;0;0;Bajo;1;697;549;467;470;620;547
202294;14;0;Muy Bajo;1;390;674;687;384;448;662
202281;0;0;Bajo;1;540;593;389;536;503;411
202303;0;0;Bajo;0;501;485;785;658;400;451
202354;0;0;Bajo;0;788;589;872;472;503;433
202469;0;0;Medio;0;457;408;266;788;562;488
202318;0;1;Muy Alto;0;871;557;424;758;731;194
202479;0;0;Medio;0;512;506;582;584;739;402
202425;0;0;Medio;0;505;764;459;746;650;689
202468;0;0;Muy Bajo;0;430;667;532;828;432;548
202337;30;0;Alto;1;529;396;722;783;640;248
202426;0;0;Bajo;0;472;597;402;612;542;391
202429;27;0;Bajo;0;635;777;732;595;649;297
202308;52;0;Medio;0;713;612;569;645;622;726
202500;0;0;Bajo;0;661;561;754;465;645;404
202207;0;0;Medio;0;616;765;578;681;747;501
202328;0;1;Alto;1;815;490;505;546;770;459
202467;0;0;Alto;1;459;343;617;581;714;430
202373;0;1;Alto;1;502;550;665;610;756;529
202414;0;0;Medio;0;582;568;480;661;324;549
202447;0;0;Medio;0;498;524;629;611;592;558
202306;64;0;Bajo;0;710;438;475;543;517;535
202283;11;1;Bajo;0;355;294;599;725;707;455
202492;0;0;Bajo;0;64;521;632;900;508;589
202403;0;1;Muy Alto;1;814;550;584;637;506;310
202241;0;1;Medio;0;524;749;340;634;384;400
202405;0;0;Bajo;0;659;595;641;447;543;542
202249;155;0;Muy Bajo;0;444;420;639;840;661;354
202343;0;0;Bajo;1;525;639;681;611;434;507
202341;19;0;Alto;0;745;632;497;584;762;613
202253;0;0;Medio;0;187;598;477;452;712;421
202307;0;0;Muy Bajo;1;496;679;569;611;681;578
202233;0;1;Alto;1;262;504;617;797;493;411
202400;50;0;Bajo;0;607;408;403;357;750;552
202319;72;1;Alto;1;437;429;827;637;696;519
202488;0;0;Bajo;0;689;342;615;593;898;525
202429;0;1;Muy Alto;0;361;416;466;689;565;417
202318;0;0;Medio;0;614;528;616;367;678;344
202376;0;0;Alto;0;409;368;552;509;619;520
202385;0;1;Muy Alto;0;541;416;703;497;574;331
202415;0;0;Alto;0;577;505;345;426;382;365
202421;0;1;Muy Alto;0;448;439;649;654;642;561
202330;0;1;Alto;0;914;529;666;282;570;865
202472;0;0;Bajo;0;767;472;274;659;482;528
202446;0;0;Alto;0;625;336;529;292;689;560
202323;0;0;Muy Bajo;1;587;434;409;425;652;515
202208;21;0;Alto;0;738;536;493;694;580;636
202267;21;0;Muy Bajo;1;858;455;633;546;663;528
202315;0;0;Bajo;0;649;706;575;390;496;670
202488;28;0;Alto;1;639;501;654;748;562;396
202305;0;1;Bajo;1;591;391;472;733;430;442
202225;0;0;Muy Bajo;0;785;574;763;874;626;526
202253;0;0;Muy Bajo;1;737;552;638;668;647;313
202447;0;0;Medio;0;691;453;504;482;562;596
202481;37;1;Alto;1;451;617;705;518;609;620
202233;0;0;Muy Alto;0;824;454;600;604;820;483
202487;0;0;Muy Bajo;1;612;794;480;675;486;338
202236;0;1;Alto;0;428;481;619;570;579;610
202439;0;1;Muy Alto;0;506;506;568;536;804;694
202417;0;0;Alto;0;577;452;775;602;639;504
202377;0;0;Bajo;1;455;629;692;302;401;481
202244;0;0;Bajo;0;646;610;555;826;874;357
202358;77;1;Muy Alto;0;605;456;653;535;574;307
202469;3;0;Muy Bajo;0;239;507;280;591;622;361
202371;0;0;Muy Bajo;0;564;938;624;654;453;530
202421;0;1;Muy Alto;0;615;559;600;699;431;621
202430;0;1;Medio;0;609;680;624;577;472;425
202291;17;0;Medio;0;883;511;311;740;659;673
202331;25;0;Medio;0;939;474;571;601;425;528
202426;0;1;Medio;1;707;617;473;447;397;285
202425;0;1;Bajo;1;510;625;279;543;520;533
202343;0;1;Muy Alto;0;473;457;585;639;427;538
202266;0;1;Medio;0;750;162;525;546;646;620
202228;0;1;Alto;0;471;812;479;722;610;403
202325;0;1;Alto;1;667;332;551;652;555;511
202412;0;0;Alto;0;651;655;660;659;616;413
202280;0;0;Alto;0;517;548;501;760;357;681
202438;0;0;Medio;0;773;527;510;484;567;267
202332;0;0;Medio;0;705;607;549;701;717;718
202500;14;0;Alto;0;598;653;745;816;538;558
202319;0;1;Medio;0;313;584;641;488;665;572
202246;0;0;Alto;0;563;537;446;509;583;594
202284;0;0;Bajo;0;635;488;561;538;365;479
202482;25;0;Bajo;0;526;470;449;416;416;485
202213;0;0;Bajo;0;664;410;692;785;601;658
202325;0;0;Bajo;0;593;553;582;375;694;453
202372;0;0;Medio;1;806;674;586;574;621;430
202434;0;1;Medio;0;327;631;480;542;714;362
202381;16;1;Muy Alto;0;899;793;630;720;797;470
202251;26;0;Bajo;0;563;541;565;402;428;559
202469;0;1;Alto;0;720;441;612;530;489;396
202369;80;0;Medio;0;657;504;703;695;672;574
202488;0;1;Alto;1;383;490;558;564;503;541
202474;0;0;Medio;0;659;607;602;480;544;591
202407;28;0;Muy Bajo;0;457;455;316;748;659;451
202348;0;0;Muy Bajo;0;594;539;689;669;702;533
202500;0;1;Muy Alto;0;429;608;604;623;767;485
202237;46;0;Muy Bajo;1;743;750;106;536;511;425
202361;0;0;Medio;1;559;653;517;308;545;581
